REEF_ID,SECTOR,SHELF,REEF_NAME,LATITUDE,LONGITUDE,P_CODE,YEAR_CODE,VISIT_NO,REPORT_YEAR,SAMPLE_DATE,SAMPLE_YEAR,SAMPLE_MONTH,REEF_YEAR_CODE_ID,TEMPERATURE,TEMPERATURE_YEAR_AVE,MEDIAN_LIVE_CORAL,MEDIAN_SOFT_CORAL,MEDIAN_DEAD_CORAL,MEAN_LIVE_CORAL,MEAN_SOFT_CORAL,MEAN_DEAD_CORAL,TOTAL_COTS,TOWS,MEAN_COTS_PER_TOW,TOTAL_TROUT,MEAN_TROUT_PER_TOW,SITE_NO,SITE_LATITUDE,SITE_LONGITUDE,SITE_SAMPLE_DATE,ALGAE_COVER,HARD_CORAL_COVER,SOFT_CORAL_COVER,OTHER_COVER
18096S,TO,M,DAVIES REEF,-18.825,147.641667,RM,200405,13,2005,26/04/2005,2005,4,18096S200405,31,29.8,25,2.5,2.5,23.085,2.926,2.5,7,47,0.149,0,0,2,-18.811317,147.670517,27/04/2005,62.66,30.6,2.11,4.63
18096S,TO,M,DAVIES REEF,-18.825,147.641667,RM,200405,13,2005,26/04/2005,2005,4,18096S200405,31,29.8,25,2.5,2.5,23.085,2.926,2.5,7,47,0.149,0,0,3,-18.817317,147.666217,26/04/2005,59.93,33.53,1.21,5.33
18096S,TO,M,DAVIES REEF,-18.825,147.641667,RM,200607,15,2007,29/05/2007,2007,5,18096S200607,29.4,28.9,15,2.5,2.5,18.311,2.5,2.5,0,37,0,12,0.324324324,1,-18.806,147.668617,28/05/2007,66.55,28.03,1.51,3.92
18096S,TO,M,DAVIES REEF,-18.825,147.641667,RM,200607,15,2007,29/05/2007,2007,5,18096S200607,29.4,28.9,15,2.5,2.5,18.311,2.5,2.5,0,37,0,12,0.324324324,2,-18.811317,147.670517,28/05/2007,64.81,27.36,1.81,6.02
18096S,TO,M,DAVIES REEF,-18.825,147.641667,RM,200607,15,2007,29/05/2007,2007,5,18096S200607,29.4,28.9,15,2.5,2.5,18.311,2.5,2.5,0,37,0,12,0.324324324,3,-18.817317,147.666217,29/05/2007,66.47,28.33,1,4.2
18096S,TO,M,DAVIES REEF,-18.825,147.641667,RM,200809,17,2009,29/04/2009,2009,4,18096S200809,30.7,29.5,25,2.5,2.5,21,3.071,2,0,35,0,2,0.057142857,1,-18.806,147.668617,29/04/2009,65.1,28.4,2.1,4.4
18096S,TO,M,DAVIES REEF,-18.825,147.641667,RM,200809,17,2009,29/04/2009,2009,4,18096S200809,30.7,29.5,25,2.5,2.5,21,3.071,2,0,35,0,2,0.057142857,2,-18.811317,147.670517,29/04/2009,65.3,29.7,1.2,3.8
18096S,TO,M,DAVIES REEF,-18.825,147.641667,RM,200809,17,2009,29/04/2009,2009,4,18096S200809,30.7,29.5,25,2.5,2.5,21,3.071,2,0,35,0,2,0.057142857,3,-18.817317,147.666217,29/04/2009,57.3,37,3.2,2.5
18096S,TO,M,DAVIES REEF,-18.825,147.641667,RM,201011,19,2011,5/05/2011,2011,5,18096S201011,26.8,28.6,7.5,2.5,2.5,11.543,2.5,1.596,0,47,0,11,0.234042553,1,-18.806,147.668617,5/05/2011,74,21.4,2.4,2.1
18096S,TO,M,DAVIES REEF,-18.825,147.641667,RM,201011,19,2011,5/05/2011,2011,5,18096S201011,26.8,28.6,7.5,2.5,2.5,11.543,2.5,1.596,0,47,0,11,0.234042553,2,-18.811317,147.670517,5/05/2011,78.2,16,0.8,5
18096S,TO,M,DAVIES REEF,-18.825,147.641667,RM,201011,19,2011,5/05/2011,2011,5,18096S201011,26.8,28.6,7.5,2.5,2.5,11.543,2.5,1.596,0,47,0,11,0.234042553,3,-18.817317,147.666217,5/05/2011,77,19.4,1.2,2.4
18096S,TO,M,DAVIES REEF,-18.825,147.641667,RM,201213,21,2013,20/05/2013,2013,5,18096S201213,27.6,29.7,7.5,2.5,2.5,10,2.5,1.554,1,37,0.027,7,0.189189189,1,-18.806,147.668617,21/05/2013,65.2,29.5,1.5,3.8
18096S,TO,M,DAVIES REEF,-18.825,147.641667,RM,201213,21,2013,20/05/2013,2013,5,18096S201213,27.6,29.7,7.5,2.5,2.5,10,2.5,1.554,1,37,0.027,7,0.189189189,2,-18.811317,147.670517,21/05/2013,68.34,23.43,1.49,6.74
18096S,TO,M,DAVIES REEF,-18.825,147.641667,RM,201213,21,2013,20/05/2013,2013,5,18096S201213,27.6,29.7,7.5,2.5,2.5,10,2.5,1.554,1,37,0.027,7,0.189189189,3,-18.817317,147.666217,21/05/2013,67.4,26.8,1.3,4.5
18096S,TO,M,DAVIES REEF,-18.825,147.641667,RM,201415,23,2015,2/05/2015,2015,5,18096S201415,29.1,30.1,15,2.5,2.5,19.186,2.733,2.326,1,43,0.023,30,0.697674419,1,-18.806,147.668617,2/05/2015,64.1,28.7,2.9,4.3
18096S,TO,M,DAVIES REEF,-18.825,147.641667,RM,201415,23,2015,2/05/2015,2015,5,18096S201415,29.1,30.1,15,2.5,2.5,19.186,2.733,2.326,1,43,0.023,30,0.697674419,2,-18.811317,147.670517,2/05/2015,69.9,20.3,2.5,7.3
18096S,TO,M,DAVIES REEF,-18.825,147.641667,RM,201415,23,2015,2/05/2015,2015,5,18096S201415,29.1,30.1,15,2.5,2.5,19.186,2.733,2.326,1,43,0.023,30,0.697674419,3,-18.817317,147.666217,2/05/2015,64.6,27.7,2.9,4.8
18096S,TO,M,DAVIES REEF,-18.825,147.641667,RM,201617,25,2017,12/05/2017,2017,5,18096S201617,28,29.6,25,2.5,2.5,24.787,2.34,1.862,0,47,0,0,0,1,-18.806,147.668617,8/05/2017,60.8,32.7,1.7,4.8
18096S,TO,M,DAVIES REEF,-18.825,147.641667,RM,201617,25,2017,12/05/2017,2017,5,18096S201617,28,29.6,25,2.5,2.5,24.787,2.34,1.862,0,47,0,0,0,2,-18.811317,147.670517,8/05/2017,64.7,27.7,2.4,5.2
18096S,TO,M,DAVIES REEF,-18.825,147.641667,RM,201617,25,2017,12/05/2017,2017,5,18096S201617,28,29.6,25,2.5,2.5,24.787,2.34,1.862,0,47,0,0,0,3,-18.817317,147.666217,8/05/2017,63.7,27.7,2.8,5.8
18096S,TO,M,DAVIES REEF,-18.825,147.641667,RM,201819,27,2019,9/06/2019,2019,6,18096S201819,25.9,29.7,35,2.5,2.5,31.332,2.989,2.228,1,46,0.022,26,0.565217391,1,-18.806,147.668617,5/06/2019,47.07,42.68,5.23,5.02
18096S,TO,M,DAVIES REEF,-18.825,147.641667,RM,201819,27,2019,9/06/2019,2019,6,18096S201819,25.9,29.7,35,2.5,2.5,31.332,2.989,2.228,1,46,0.022,26,0.565217391,2,-18.811317,147.670517,9/06/2019,51.09,36.74,5.23,6.94
18096S,TO,M,DAVIES REEF,-18.825,147.641667,RM,201819,27,2019,9/06/2019,2019,6,18096S201819,25.9,29.7,35,2.5,2.5,31.332,2.989,2.228,1,46,0.022,26,0.565217391,3,-18.817317,147.666217,10/06/2019,52.46,35.18,5.69,6.67
18096S,TO,M,DAVIES REEF,-18.825,147.641667,RM,202021,29,2021,24/03/2021,2021,3,18096S202021,31.3,29.5,35,2.5,2.5,41.699,5.321,2.244,0,39,0,21,0.538461538,1,-18.806,147.668617,29/03/2021,53.7,41.8,1.14,3.37
18096S,TO,M,DAVIES REEF,-18.825,147.641667,RM,202021,29,2021,24/03/2021,2021,3,18096S202021,31.3,29.5,35,2.5,2.5,41.699,5.321,2.244,0,39,0,21,0.538461538,2,-18.811317,147.670517,29/03/2021,54.08,35.2,4.34,6.38
18096S,TO,M,DAVIES REEF,-18.825,147.641667,RM,202021,29,2021,24/03/2021,2021,3,18096S202021,31.3,29.5,35,2.5,2.5,41.699,5.321,2.244,0,39,0,21,0.538461538,3,-18.817317,147.666217,29/03/2021,52.71,40.92,1.09,4.78
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,199293,1,1993,15/08/1992,1992,8,18034S199293,26.5,29.4,20,0,0,29.135,0,1.923,0,52,0,0,0,1,-18.257167,147.381267,14/08/1992,50.55,27.74,17.36,4.35
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,199293,1,1993,15/08/1992,1992,8,18034S199293,26.5,29.4,20,0,0,29.135,0,1.923,0,52,0,0,0,2,-18.254633,147.38605,14/08/1992,50.72,26.02,21.32,1.93
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,199293,1,1993,15/08/1992,1992,8,18034S199293,26.5,29.4,20,0,0,29.135,0,1.923,0,52,0,0,0,3,-18.254383,147.390533,15/08/1992,37.74,24.81,13.13,24.32
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,199394,2,1994,9/12/1993,1993,12,18034S199394,31.1,29,15,0,0,18.563,0,0.625,0,40,0,0,0,1,-18.257167,147.381267,10/12/1993,37.8,27.19,28.88,6.12
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,199394,2,1994,9/12/1993,1993,12,18034S199394,31.1,29,15,0,0,18.563,0,0.625,0,40,0,0,0,2,-18.254633,147.38605,10/12/1993,31.46,32.7,27.32,8.52
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,199394,2,1994,9/12/1993,1993,12,18034S199394,31.1,29,15,0,0,18.563,0,0.625,0,40,0,0,0,3,-18.254383,147.390533,10/12/1993,35.79,30.06,15.34,18.81
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,199495,3,1995,14/04/1995,1995,4,18034S199495,31.4,29.4,25,0,0,27.857,0,0.816,0,49,0,0,0,1,-18.257167,147.381267,13/04/1995,30.9,30.61,29.71,8.78
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,199495,3,1995,14/04/1995,1995,4,18034S199495,31.4,29.4,25,0,0,27.857,0,0.816,0,49,0,0,0,2,-18.254633,147.38605,13/04/1995,31.12,34.6,27.21,7.07
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,199495,3,1995,14/04/1995,1995,4,18034S199495,31.4,29.4,25,0,0,27.857,0,0.816,0,49,0,0,0,3,-18.254383,147.390533,13/04/1995,49.85,28.7,13.5,7.95
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,199596,4,1996,25/04/1996,1996,4,18034S199596,30,29.2,25,0,0,23.342,0,0.217,0,46,0,0,0,1,-18.257167,147.381267,24/04/1996,27.8,33.5,33.08,5.62
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,199596,4,1996,25/04/1996,1996,4,18034S199596,30,29.2,25,0,0,23.342,0,0.217,0,46,0,0,0,2,-18.254633,147.38605,24/04/1996,32.76,36.15,25.25,5.84
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,199596,4,1996,25/04/1996,1996,4,18034S199596,30,29.2,25,0,0,23.342,0,0.217,0,46,0,0,0,3,-18.254383,147.390533,24/04/1996,38.36,31.68,18,11.97
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,199697,5,1997,30/05/1997,1997,5,18034S199697,27,28.7,15,0,2.5,20.061,0,1.707,0,41,0,0,0,1,-18.257167,147.381267,3/05/1997,28.72,32.09,32.4,6.79
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,199697,5,1997,30/05/1997,1997,5,18034S199697,27,28.7,15,0,2.5,20.061,0,1.707,0,41,0,0,0,2,-18.254633,147.38605,3/05/1997,35.73,31.89,26.49,5.89
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,199697,5,1997,30/05/1997,1997,5,18034S199697,27,28.7,15,0,2.5,20.061,0,1.707,0,41,0,0,0,3,-18.254383,147.390533,3/05/1997,39.44,31.35,14.42,14.79
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,199798,6,1998,1/05/1998,1998,5,18034S199798,28.2,29.4,25,2.5,2.5,30.897,9.185,1.902,1,46,0.022,0,0,1,-18.257167,147.381267,1/05/1998,32.81,34.91,22.63,9.66
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,199798,6,1998,1/05/1998,1998,5,18034S199798,28.2,29.4,25,2.5,2.5,30.897,9.185,1.902,1,46,0.022,0,0,2,-18.254633,147.38605,1/05/1998,32.44,33.64,25.45,8.48
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,199798,6,1998,1/05/1998,1998,5,18034S199798,28.2,29.4,25,2.5,2.5,30.897,9.185,1.902,1,46,0.022,0,0,3,-18.254383,147.390533,1/05/1998,43.59,34.46,12.61,9.33
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,199899,7,1999,27/04/1999,1999,4,18034S199899,28.9,29.1,25,2.5,2.5,25.814,6.802,1.977,0,43,0,0,0,1,-18.257167,147.381267,27/04/1999,22.3,39.85,30.84,7
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,199899,7,1999,27/04/1999,1999,4,18034S199899,28.9,29.1,25,2.5,2.5,25.814,6.802,1.977,0,43,0,0,0,2,-18.254633,147.38605,27/04/1999,30.26,39.53,24.68,5.53
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,199899,7,1999,27/04/1999,1999,4,18034S199899,28.9,29.1,25,2.5,2.5,25.814,6.802,1.977,0,43,0,0,0,3,-18.254383,147.390533,24/04/1999,40.05,36.48,16.52,6.96
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,199900,8,2000,14/05/2000,2000,5,18034S199900,27.4,28.5,15,2.5,2.5,19.837,6.467,2.228,0,46,0,0,0,1,-18.257167,147.381267,14/05/2000,30.26,38.34,25.51,5.9
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,199900,8,2000,14/05/2000,2000,5,18034S199900,27.4,28.5,15,2.5,2.5,19.837,6.467,2.228,0,46,0,0,0,2,-18.254633,147.38605,14/05/2000,40.16,29.6,26.15,4.09
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,199900,8,2000,14/05/2000,2000,5,18034S199900,27.4,28.5,15,2.5,2.5,19.837,6.467,2.228,0,46,0,0,0,3,-18.254383,147.390533,14/05/2000,43.11,33.28,13.62,9.99
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,200001,9,2001,1/05/2001,2001,5,18034S200001,28.7,30.1,25,2.5,2.5,25.136,5.978,2.391,0,46,0,0,0,1,-18.257167,147.381267,1/05/2001,30.92,35.5,27.4,6.18
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,200001,9,2001,1/05/2001,2001,5,18034S200001,28.7,30.1,25,2.5,2.5,25.136,5.978,2.391,0,46,0,0,0,2,-18.254633,147.38605,1/05/2001,36.78,36.22,21.94,5.06
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,200001,9,2001,1/05/2001,2001,5,18034S200001,28.7,30.1,25,2.5,2.5,25.136,5.978,2.391,0,46,0,0,0,3,-18.254383,147.390533,1/05/2001,46.43,33.12,16.19,4.26
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,200102,10,2002,10/02/2002,2002,2,18034S200102,32.7,29.9,15,2.5,2.5,19,2.7,2.5,0,50,0,0,0,1,-18.257167,147.381267,10/02/2002,45.78,35.87,11.03,7.32
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,200102,10,2002,10/02/2002,2002,2,18034S200102,32.7,29.9,15,2.5,2.5,19,2.7,2.5,0,50,0,0,0,2,-18.254633,147.38605,10/02/2002,45.59,35.41,14.27,4.73
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,200102,10,2002,10/02/2002,2002,2,18034S200102,32.7,29.9,15,2.5,2.5,19,2.7,2.5,0,50,0,0,0,3,-18.254383,147.390533,10/02/2002,54.15,32.45,5.96,7.44
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,200203,11,2003,12/03/2003,2003,3,18034S200203,31.6,30.1,15,2.5,2.5,20.294,2.99,2.5,0,51,0,0,0,1,-18.257167,147.381267,12/03/2003,70.72,23.07,3.21,3
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,200203,11,2003,12/03/2003,2003,3,18034S200203,31.6,30.1,15,2.5,2.5,20.294,2.99,2.5,0,51,0,0,0,2,-18.254633,147.38605,12/03/2003,64.94,22.07,8.45,4.53
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,200203,11,2003,12/03/2003,2003,3,18034S200203,31.6,30.1,15,2.5,2.5,20.294,2.99,2.5,0,51,0,0,0,3,-18.254383,147.390533,12/03/2003,64.68,25.55,2.12,7.66
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,200405,13,2005,2/05/2005,2005,5,18034S200405,28.5,29.8,30,2.5,0,29.375,2.717,0.815,0,46,0,0,0,1,-18.257167,147.381267,2/05/2005,63.2,28.49,4.91,3.4
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,200405,13,2005,2/05/2005,2005,5,18034S200405,28.5,29.8,30,2.5,0,29.375,2.717,0.815,0,46,0,0,0,2,-18.254633,147.38605,2/05/2005,56.25,29.57,10.76,3.42
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,200405,13,2005,2/05/2005,2005,5,18034S200405,28.5,29.8,30,2.5,0,29.375,2.717,0.815,0,46,0,0,0,3,-18.254383,147.390533,2/05/2005,56.74,30.36,3.53,9.36
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,200607,15,2007,21/05/2007,2007,5,18034S200607,29.4,28.9,7.5,2.5,0,12.34,2.447,0.957,0,47,0,9,0.191489362,1,-18.257167,147.381267,21/05/2007,65.19,24.89,5.81,4.1
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,200607,15,2007,21/05/2007,2007,5,18034S200607,29.4,28.9,7.5,2.5,0,12.34,2.447,0.957,0,47,0,9,0.191489362,2,-18.254633,147.38605,21/05/2007,61.86,23.22,11.52,3.4
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,200607,15,2007,21/05/2007,2007,5,18034S200607,29.4,28.9,7.5,2.5,0,12.34,2.447,0.957,0,47,0,9,0.191489362,3,-18.254383,147.390533,21/05/2007,63.34,24.7,4.51,7.45
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,201011,19,2011,2/05/2011,2011,5,18034S201011,26.8,28.6,2.5,2.5,0,4.944,2.556,0.889,0,45,0,10,0.222222222,1,-18.257167,147.381267,1/05/2011,74.1,20.3,1.5,4.1
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,201011,19,2011,2/05/2011,2011,5,18034S201011,26.8,28.6,2.5,2.5,0,4.944,2.556,0.889,0,45,0,10,0.222222222,2,-18.254633,147.38605,1/05/2011,73.3,16.9,5.4,4.4
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,201011,19,2011,2/05/2011,2011,5,18034S201011,26.8,28.6,2.5,2.5,0,4.944,2.556,0.889,0,45,0,10,0.222222222,3,-18.254383,147.390533,1/05/2011,71.87,22.23,2.71,3.2
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,201213,21,2013,25/05/2013,2013,5,18034S201213,27.6,29.7,7.5,2.5,0,7.8,2.5,0.8,0,50,0,10,0.2,1,-18.257167,147.381267,24/05/2013,69.9,23.6,2.3,4.2
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,201213,21,2013,25/05/2013,2013,5,18034S201213,27.6,29.7,7.5,2.5,0,7.8,2.5,0.8,0,50,0,10,0.2,2,-18.254633,147.38605,24/05/2013,68.1,22.6,5.4,3.9
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,201213,21,2013,25/05/2013,2013,5,18034S201213,27.6,29.7,7.5,2.5,0,7.8,2.5,0.8,0,50,0,10,0.2,3,-18.254383,147.390533,24/05/2013,71.7,21.6,2.4,4.3
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,201415,23,2015,1/05/2015,2015,5,18034S201415,29.1,30.1,7.5,2.5,0,7.386,2.5,0,0,44,0,29,0.659090909,1,-18.257167,147.381267,1/05/2015,64.7,24.9,7,3.4
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,201415,23,2015,1/05/2015,2015,5,18034S201415,29.1,30.1,7.5,2.5,0,7.386,2.5,0,0,44,0,29,0.659090909,2,-18.254633,147.38605,1/05/2015,61,22.5,11.5,5
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,201415,23,2015,1/05/2015,2015,5,18034S201415,29.1,30.1,7.5,2.5,0,7.386,2.5,0,0,44,0,29,0.659090909,3,-18.254383,147.390533,1/05/2015,69.78,22.19,2.72,5.31
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,201617,25,2017,4/05/2017,2017,5,18034S201617,28,29.6,15,2.5,2.5,14.279,2.308,2.692,0,52,0,0,0,1,-18.257167,147.381267,11/05/2017,66.1,24.2,5.5,4.2
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,201617,25,2017,4/05/2017,2017,5,18034S201617,28,29.6,15,2.5,2.5,14.279,2.308,2.692,0,52,0,0,0,2,-18.254633,147.38605,11/05/2017,65.4,23.7,6.2,4.7
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,201617,25,2017,4/05/2017,2017,5,18034S201617,28,29.6,15,2.5,2.5,14.279,2.308,2.692,0,52,0,0,0,3,-18.254383,147.390533,11/05/2017,66.5,26.9,1.6,5
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,201819,27,2019,29/05/2019,2019,5,18034S201819,28.4,29.7,25,2.5,0,24.122,2.926,0,0,47,0,10,0.212765957,1,-18.257167,147.381267,29/05/2019,57.56,27.88,9.77,4.79
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,201819,27,2019,29/05/2019,2019,5,18034S201819,28.4,29.7,25,2.5,0,24.122,2.926,0,0,47,0,10,0.212765957,2,-18.254633,147.38605,30/05/2019,54.27,29.93,11.52,4.29
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,201819,27,2019,29/05/2019,2019,5,18034S201819,28.4,29.7,25,2.5,0,24.122,2.926,0,0,47,0,10,0.212765957,3,-18.254383,147.390533,30/05/2019,66.61,27.33,2.28,3.78
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RAP,201920,28,2020,27/05/2020,2020,5,18034S201920,26.8,29.8,15,2.5,2.5,17.65,2.35,1.95,0,52,0,21,0.403846154,1,-18.257167,147.381267,27/05/2020,54.05,35.2,4.82,5.93
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RAP,201920,28,2020,27/05/2020,2020,5,18034S201920,26.8,29.8,15,2.5,2.5,17.65,2.35,1.95,0,52,0,21,0.403846154,2,-18.254633,147.38605,27/05/2020,54.42,35.3,5.2,5.08
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RAP,201920,28,2020,27/05/2020,2020,5,18034S201920,26.8,29.8,15,2.5,2.5,17.65,2.35,1.95,0,52,0,21,0.403846154,3,-18.254383,147.390533,27/05/2020,62.4,30.65,1.97,4.97
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,202021,29,2021,26/03/2021,2021,3,18034S202021,31.3,29.5,35,2.5,0,38.375,3.15,1.1,0,50,0,22,0.44,1,-18.257167,147.381267,27/03/2021,52.66,36.42,5.68,5.23
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,202021,29,2021,26/03/2021,2021,3,18034S202021,31.3,29.5,35,2.5,0,38.375,3.15,1.1,0,50,0,22,0.44,2,-18.254633,147.38605,27/03/2021,50.23,35.98,8.39,5.39
18034S,TO,O,MYRMIDON REEF,-18.266667,147.391667,RM,202021,29,2021,26/03/2021,2021,3,18034S202021,31.3,29.5,35,2.5,0,38.375,3.15,1.1,0,50,0,22,0.44,3,-18.254383,147.390533,27/03/2021,56.81,33.66,2.78,6.75
18039S,TO,O,DIP REEF,-18.416667,147.458333,RM,199293,1,1993,28/05/1992,1992,5,18039S199293,28.5,29.4,20,0,0,14.146,0,0.976,0,41,0,0,0,1,-18.399867,147.4519,17/08/1992,57.67,20.38,14.56,7.39
18039S,TO,O,DIP REEF,-18.416667,147.458333,RM,199293,1,1993,28/05/1992,1992,5,18039S199293,28.5,29.4,20,0,0,14.146,0,0.976,0,41,0,0,0,2,-18.403783,147.455333,17/08/1992,70.2,11.96,8.03,9.82
18039S,TO,O,DIP REEF,-18.416667,147.458333,RM,199293,1,1993,28/05/1992,1992,5,18039S199293,28.5,29.4,20,0,0,14.146,0,0.976,0,41,0,0,0,3,-18.40555,147.464183,16/08/1992,71.34,16.89,7.37,4.41
18039S,TO,O,DIP REEF,-18.416667,147.458333,RM,199495,3,1995,11/04/1995,1995,4,18039S199495,31.4,29.4,15,0,0,15.714,0,1.012,0,42,0,0,0,1,-18.399867,147.4519,12/04/1995,50.38,27.69,15.33,6.61
18039S,TO,O,DIP REEF,-18.416667,147.458333,RM,199495,3,1995,11/04/1995,1995,4,18039S199495,31.4,29.4,15,0,0,15.714,0,1.012,0,42,0,0,0,2,-18.403783,147.455333,12/04/1995,70.78,12.54,10.11,6.56
18039S,TO,O,DIP REEF,-18.416667,147.458333,RM,199495,3,1995,11/04/1995,1995,4,18039S199495,31.4,29.4,15,0,0,15.714,0,1.012,0,42,0,0,0,3,-18.40555,147.464183,12/04/1995,57.82,28.93,7.86,5.39
18039S,TO,O,DIP REEF,-18.416667,147.458333,RM,199596,4,1996,25/04/1996,1996,4,18039S199596,30,29.2,15,0,0,14.625,0,0.563,0,40,0,0,0,1,-18.399867,147.4519,25/04/1996,48.34,30.94,15.41,5.31
18039S,TO,O,DIP REEF,-18.416667,147.458333,RM,199596,4,1996,25/04/1996,1996,4,18039S199596,30,29.2,15,0,0,14.625,0,0.563,0,40,0,0,0,2,-18.403783,147.455333,25/04/1996,67.34,14.69,10.2,7.77
18039S,TO,O,DIP REEF,-18.416667,147.458333,RM,199596,4,1996,25/04/1996,1996,4,18039S199596,30,29.2,15,0,0,14.625,0,0.563,0,40,0,0,0,3,-18.40555,147.464183,26/04/1996,45.72,38.3,9.33,6.65
18039S,TO,O,DIP REEF,-18.416667,147.458333,RM,199697,5,1997,29/03/1997,1997,3,18039S199697,30.1,28.7,11.25,0,2.5,15.268,0,1.31,0,42,0,0,0,1,-18.399867,147.4519,29/03/1997,51.77,26.37,13.94,7.92
18039S,TO,O,DIP REEF,-18.416667,147.458333,RM,199697,5,1997,29/03/1997,1997,3,18039S199697,30.1,28.7,11.25,0,2.5,15.268,0,1.31,0,42,0,0,0,2,-18.403783,147.455333,29/03/1997,67.26,12.61,9.01,11.11
18039S,TO,O,DIP REEF,-18.416667,147.458333,RM,199697,5,1997,29/03/1997,1997,3,18039S199697,30.1,28.7,11.25,0,2.5,15.268,0,1.31,0,42,0,0,0,3,-18.40555,147.464183,29/03/1997,48.26,36.56,7.17,8.01
18039S,TO,O,DIP REEF,-18.416667,147.458333,RM,199798,6,1998,2/05/1998,1998,5,18039S199798,28.2,29.4,15,2.5,2.5,19.556,5.056,1.667,0,45,0,0,0,1,-18.399867,147.4519,2/05/1998,52.86,21.68,14.67,10.79
18039S,TO,O,DIP REEF,-18.416667,147.458333,RM,199798,6,1998,2/05/1998,1998,5,18039S199798,28.2,29.4,15,2.5,2.5,19.556,5.056,1.667,0,45,0,0,0,2,-18.403783,147.455333,2/05/1998,69.64,14.12,8.27,7.97
18039S,TO,O,DIP REEF,-18.416667,147.458333,RM,199798,6,1998,2/05/1998,1998,5,18039S199798,28.2,29.4,15,2.5,2.5,19.556,5.056,1.667,0,45,0,0,0,3,-18.40555,147.464183,2/05/1998,44.9,38.21,6.98,9.91
