SECTOR,SHELF,REEF_NAME,REEF_ID,YEAR_CODE,REEF_YEAR_CODE_ID,LATITUDE,LONGITUDE,P_CODE,VISIT_NO,REPORT_YEAR,SAMPLE_DATE,SAMPLE_YEAR,SAMPLE_MONTH,TEMPERATURE,TEMPERATURE_YEAR_AVE,MEDIAN_LIVE_CORAL,MEDIAN_SOFT_CORAL,MEDIAN_DEAD_CORAL,MEAN_LIVE_CORAL,MEAN_SOFT_CORAL,MEAN_DEAD_CORAL,TOTAL_COTS,TOWS,MEAN_COTS_PER_TOW,TOTAL_TROUT,MEAN_TROUT_PER_TOW,SITE_NO,SITE_LATITUDE,SITE_LONGITUDE,SITE_SAMPLE_DATE,ALGAE_COVER,HARD_CORAL_COVER,SOFT_CORAL_COVER,OTHER_COVER
WH,M,BOULT REEF,18083S,202001,14123S200102,-16.291133,145.566525,RM,27,2020,26/08/2014,2002,4,30.3,29.2,8.205,2.53,0,23.062,3.325,0.706,0,65,0,0,0.390259175,1,-18.857007,146.781602,19/04/2004,72.87,7.06,0.38,43.16
SW,O,MOORE REEF,15099C,201435,16019S200506,-21.6392,149.190702,RAP,23,2004,4/01/2020,2008,8,30.9,27,21.868,2.49,2.48,13.219,2.634,1.159,0,58,0,27,0.038432052,3,-18.31969,151.799231,28/01/1997,77.3,7.16,4.66,2.37
CA,M,GREEN ISLAND REEF,20309S,199681,16028S199697,-16.841278,148.867512,RM,29,2019,31/08/2016,2008,4,29.3,29.5,3.942,2.52,2.4,27.556,12.291,0.257,3,51,0,2,0,1,-18.572234,145.046409,13/12/1993,57.57,13.13,0.88,28.46
PO,O,YONGE REEF,21572S,201559,23082S201213,-21.240556,151.664241,RAP,24,2015,8/12/1995,2003,11,26.8,26.9,25.599,2.42,2.42,32.505,4.255,2.023,2,98,0.036,28,0.721698675,1,-23.437666,152.22765,3/10/1992,59.35,37.78,1.55,3.28
CA,M,SNAKE (22088),16060S,201507,11016S201920,-16.412504,145.540668,RMRAP,28,2009,11/11/2006,2019,9,29.8,28.9,4.496,2.38,0,4.115,11.589,0.554,3,109,0.02,1,0.352520776,1,-15.057463,145.606845,27/01/2019,52.7,6.17,5.89,2.96
CA,O,19131S,20104S,201265,18034S199899,-18.249299,149.592409,RM,23,2006,23/01/2021,2003,2,30.2,29.5,15.182,2.39,2.47,25.12,2.974,0.76,17,85,0,6,0.004501183,1,-14.704106,149.472105,10/05/2011,24.45,20.04,4.66,9.18
CA,I,MANTIS REEF,18039S,200597,16028S199697,-14.036725,146.512567,RM,18,2017,24/04/1998,2007,2,29.3,30,15.136,7.83,0,4.146,8.034,0.083,0,51,0.015,35,0,1,-14.415004,145.551929,1/02/1998,78.28,20.15,1.34,4.75
CL,M,MOORE REEF,22084S,199865,20014S199899,-19.66585,148.299791,RM,21,2002,19/01/1997,2005,7,30,26.4,25.948,2.53,2.44,20.959,2.826,1.35,3,35,0.06,3,0,1,-23.149231,149.031233,24/01/2011,29.92,12.47,2.02,13.88
SW,O,HOSKYN ISLANDS REEF,21060S,201091,23080S201718,-21.202732,152.168719,RAP,29,2015,3/12/2007,2008,7,31.2,29,25.36,2.71,2.44,27.638,6.498,1.247,1,49,0,17,0.473429633,1,-21.73893,151.824576,11/11/2006,43.27,10.07,1.63,4.51
WH,M,REBE REEF,15099C,200135,20014S199798,-16.378572,147.683031,RM,4,2015,12/03/2000,1994,3,29.2,26,25.495,0.16,0,22.629,8.906,1.313,2,60,0.018,1,0.010807747,1,-21.703852,148.549816,2/05/2005,35.01,16.6,13.15,11.07
TO,I,22084S,16068S,200844,14123S201011,-18.204327,146.818833,RAP,26,2019,27/04/2014,2015,9,29.4,28.6,5.07,2.37,0,4.171,3.149,0.738,2,89,0,7,0.337560201,3,-18.770855,147.1425,30/04/2005,57.84,1.48,7.21,7.23
TO,M,CHINAMAN REEF(22102),21245S,201728,14138S199293,-18.463147,146.647912,RAP,29,2017,18/05/2008,2010,4,29.2,30.2,8.606,2.64,2.42,5.416,5.828,2.149,2,35,0,30,2.289645571,1,-18.464166,146.688138,5/12/2020,75.34,9.75,11.12,7
CA,I,HASTINGS REEF,17024S,201722,16028S199697,-16.300114,143.845254,RM,2,2002,9/03/2003,2008,4,31.9,25.8,8.319,0,0.01,14.477,2.757,1.653,14,24,0,1,0.045054907,1,-19.818002,147.103455,1/05/2016,18.88,12.25,0,18.21
SW,O,13124S,16068S,201527,16015S201617,-21.527416,143.25,RM,25,2011,24/09/2018,2020,1,29.1,29.2,15.277,2.55,2.5,9.769,3.03,0.292,1,87,0,16,0.173146194,1,-18.304855,145.133186,18/12/2016,43.48,15.62,0,4.61
TO,M,21591S,14139S,200109,20014S199899,-19.642538,148.257619,RM,9,1998,10/12/2020,1995,2,28.4,25.9,15.828,14.83,2.49,18.473,0.556,1.73,1,63,0,0,0,2,-20.301982,150.02174,26/03/2000,39.24,9.8,10.46,25.57
CA,O,OPAL (2),23081S,200521,16049S199293,-21.637058,143.25,RMRAP,21,2004,20/09/2001,1999,11,31.5,25.9,25.481,7.39,0,17.611,5.436,1.4,0,31,0.028,8,0.170741985,3,-11.019033,145.195042,25/01/1999,60.51,17.04,31.67,7.86
CB,O,GREEN ISLAND REEF,23082S,201566,17034S201314,-15.982861,151.598855,RMRAP,25,2013,2/12/2005,2021,8,29.5,26.1,5.277,2.56,2.45,29.376,2.85,1.427,1,53,0.007,44,0.874041354,1,-23.890883,151.777212,27/11/1998,37.39,19.67,0.85,3
SW,M,GRUB REEF(18077),18075S,200405,23080S201314,-21.903875,152.598025,RAP,18,2007,11/09/2002,2005,3,30.3,26.3,3.654,2.46,2.46,37.143,2.786,0.601,1,25,0.067,135,2.005920987,1,-22.562293,152.593999,11/11/2006,19.88,17.01,0,3.16
TO,O,TURNER REEF,21558S,202021,18031S201112,-18.211527,146.562053,RAP,27,2019,7/05/2016,2021,10,25.2,27.3,4.874,2.55,2.44,5.541,3.416,0.429,2,20,0,20,0.755645743,1,-21.591361,146.915746,4/02/2001,87.26,2.74,1.81,1.69
CL,M,CENTIPEDE REEF,20309S,201962,11016S201920,-11.025,145.544031,RM,6,2013,27/04/2014,2000,1,29.6,28.8,25.55,2.42,0,13.535,3.253,0.908,0,98,0,8,0.379480308,3,-14.992093,147.163714,2/05/2005,61.44,2.23,7.23,32.19
CA,O,JOHN BREWER REEF,14143S,202021,12061S202021,-18.138815,145.216323,RAP,29,2019,2/07/1997,2019,5,30.1,30.2,8.031,2.53,0,14.861,3.117,1.592,2,69,0.013,11,0.224050047,2,-14.514436,146.850758,27/01/2019,83.99,11.15,0,5.19
CL,O,MARTIN REEF(14123),19159S,199920,18034S200001,-15.272744,145.259926,RM,7,2018,13/01/2004,1995,9,33.6,29.2,15.604,38.27,2.46,15.008,41.111,1.227,3,44,0,1,0.004417933,3,-17.091314,144.988425,28/10/1992,11.27,15.82,3.07,27.39
CA,O,DIP REEF,18075S,199713,11016S201920,-18.029666,146.014241,RMRAP,18,2018,21/10/2003,2011,5,31.2,29.7,7.822,2.44,0,12.503,7.725,2.228,1,58,0,45,0.150164824,3,-21.828153,146.097651,27/11/2019,60.31,13.03,24.34,9.45
SW,O,SNAKE (22088),23048S,200948,20353S201920,-21.687501,152.658333,RAP,24,2012,11/03/2006,1998,1,28.8,26.8,36.249,2.42,2.51,39.414,3.315,2.819,4,66,0.027,0,0.010541825,1,-17.051593,152.52229,1/09/2012,54.86,39.38,23.81,4.16
CA,M,NORTH REEF (NORTH),18086S,200689,21025S200708,-18.177896,144.304413,RAP,21,2013,12/05/2000,2013,10,28.6,27,47.881,2.54,2.54,13.886,2.571,3.358,2,38,0,12,5.414693494,3,-22.101646,144.78988,8/03/2018,75.44,21.41,7.4,2.88
CB,O,TAYLOR REEF,21529S,201223,23080S201718,-16.67347,149.630532,RM,25,2006,17/12/2016,2007,9,29.1,26.7,25.434,2.56,2.47,13.004,4.001,1.786,0,51,0,127,0.03108059,1,-21.494696,152.384956,25/11/1997,52.71,10.12,2.94,11.52
TO,O,13124S,14123S,201048,17063A201718,-20.518749,143.31608,RAP,28,2018,5/08/2001,2021,11,29.4,26.9,3.953,37.29,2.44,2.576,3.311,2.492,3,83,0,15,0.469845025,1,-21.656475,147.484517,23/01/2021,45.76,29.66,5.5,1.87
TO,O,CARTER REEF,11016S,201814,16028S199697,-18.455207,147.15668,RAP,25,2010,28/11/2004,2017,3,28.5,28.8,4.911,2.43,0,17.801,2.991,0.75,2,31,0,2,0.593179047,1,-16.73873,147.67256,13/01/2021,34.4,12.74,23.34,5.66
PO,O,21296S,14123S,201319,21556S200809,-20.454305,151.888928,RAP,22,2009,24/09/2018,1996,8,27.4,25.8,25.314,2.53,2.5,11.273,4.262,1.27,1,37,0,0,1.035500987,3,-23.735454,152.395063,3/12/2004,27.72,23.09,2.53,10.2
CA,M,CHICKEN REEF,18086S,201908,11016S201920,-16.012747,145.758126,RM,28,2019,28/11/2004,2011,9,27.7,29.2,8.283,2.38,0,17.825,2.648,2.345,1,61,0.02,1,0.240068558,3,-16.773654,146.469167,6/09/2016,77.33,9.8,5.5,6.88
PC,O,LADY MUSGRAVE REEF,21305S,200558,23080S201718,-21.496553,152.266356,RM,22,2007,5/01/2010,2015,11,28.1,27.1,8.372,2.53,2.53,37.493,5.396,0.577,0,61,0,21,0.690335959,2,-22.177652,151.966808,13/11/1994,20.7,13.63,1.44,3.45
CA,O,YONGE REEF,23080S,199681,16057S200304,-14.387997,145.194872,RAP,27,2006,10/03/2006,2001,3,29,26.5,36.823,2.45,2.53,13.304,8.709,2.318,1,54,0,1,0.009799248,1,-21.308632,148.992117,17/02/2012,25.85,3.75,13.86,17.23
TO,M,LAGOON REEF,21550S,202021,23082S201920,-18.333462,143.596408,RAP,27,2017,5/05/2014,2011,10,29.3,29.9,15.857,2.38,0,2.5,3.059,2.303,1,49,2.389,17,0.333533512,2,-18.731583,144.632174,5/12/2020,86.69,24.99,1.7,7.84
TO,O,LYNCHS REEF,22102S,201234,21062S200506,-11.025,152.572139,RAP,25,2020,3/12/2007,2020,1,30,27.4,15.091,14.53,2.5,25.584,9.603,0.916,3,21,0.016,22,0.152100533,1,-20.687376,149.554465,27/01/1998,50.78,15.01,1.02,2.79
WH,O,HYDE REEF,19131S,200245,19131S200405,-19.374034,151.87454,RM,5,2006,21/02/2019,1996,9,29.9,27.1,25.467,0,2.44,23.77,0,0.843,0,93,0.036,1,0.036651197,3,-14.669485,149.976345,1/12/2004,27.82,29.57,21.59,1.75
PO,M,FITZROY ISLAND REEF,11049S,199692,20014S199293,-19.691897,148.85831,RM,9,2003,9/10/1995,2000,8,28.2,26.5,3.881,2.48,2.49,10.704,0,2.156,2,37,0.078,1,0.001554043,1,-21.457149,147.142875,2/05/2005,17.96,28.1,0.31,4.06
CB,M,NORTH DIRECTION REEF,23051S,200631,16019S200506,-23.309805,152.345961,RM,26,2014,28/02/2015,2007,10,31.6,25.7,24.797,2.58,2.42,33.526,2.789,1.381,0,30,3.465,50,0.315418013,1,-22.533773,152.572684,10/11/2006,48.15,13.55,0,1.81
CA,O,LANGFORD-BIRD REEF,19131S,199713,18034S199899,-23.180663,143.375439,RM,21,2006,24/11/1999,1994,10,29.9,28.6,8.622,2.52,0,15.188,3.047,3.046,15,21,0,0,0,1,-14.666429,149.753939,13/12/1993,36.61,33.93,0.22,5.49
CL,O,21060S,21584S,202021,22102S200809,-16.30081,143.25,RM,28,2010,6/12/1997,2005,10,30.7,28.6,25.815,2.55,2.42,3.836,3.305,1.45,2,46,0.01,68,0.271391906,2,-16.705368,145.673607,28/01/2019,81.71,7.73,14.44,5.06
IN,M,CARTER REEF,18075S,201857,11016S201920,-18.090474,145.361904,RAP,28,2014,26/08/2014,2007,11,29,29.8,7.586,2.47,0,30.475,0.046,1.366,1,44,0,12,0.038816973,1,-21.706465,144.90703,27/11/2019,57.76,35.1,7.82,6.31
TO,M,NORTH REEF (NORTH),18030S,202021,12061S201819,-15.794987,146.782942,RAP,28,2021,24/11/1999,2012,11,29.6,28.2,4.401,2.44,0,2.5,2.782,0,0,47,0,25,0.427185371,3,-18.546361,145.25709,24/10/2002,77.21,0.1,2.06,5.9
CL,O,SAND BANK NO 1 REEF,23082S,201957,18065S200607,-18.582481,147.008896,RAP,25,2019,9/12/1993,2013,8,24.7,29.4,15.923,2.52,2.46,7.082,3.747,1.486,0,79,0.22,25,0.336803593,1,-18.997126,146.726957,4/02/2001,76.45,18.46,1.41,2.75
CB,O,PEART REEF,23051S,200485,20353S201920,-22.786306,148.705351,RM,12,2007,24/09/2001,2000,3,32.1,25.9,25.391,0,2.48,13.332,5.195,1.892,3,57,0.031,2,0.211552676,2,-21.64313,145.705544,6/10/2015,28.7,20.21,0.92,3.07
CA,O,ARLINGTON REEF,17034S,199920,23051S201011,-15.78068,151.70954,RAP,22,2006,27/08/2012,2015,9,25.1,27.1,3.15,2.55,2.48,14.721,4.742,0.671,0,97,0.019,64,4.132132595,3,-23.470464,152.668567,13/09/2013,22.15,9.16,0.3,4.76
TO,O,LITTLE KELSO REEF,17063A,201692,12061S201819,-14.733645,147.238372,RM,29,2013,29/04/1999,2014,5,26.8,29.5,35.45,2.48,2.46,20.832,3.353,1.099,2,69,0.008,1,0.206096542,3,-16.447741,145.925963,27/01/2019,36.65,15.76,0.95,3.63
TO,M,LINNET REEF,18086S,201846,11016S201920,-18.297078,147.113508,RAP,26,2020,8/11/1996,2019,5,28.5,28.2,3.956,2.42,0,4.701,1.929,0.438,1,36,0,11,0.410604422,2,-19.011808,147.371841,27/11/2019,64.82,0.1,5.89,11.9
PC,O,SMALL LAGOON REEF,22088S,200458,16049S199495,-16.863975,145.963358,RM,28,2021,26/11/2009,2013,8,26.6,27,2.5,2.43,2.45,14.014,11.963,0.488,2,102,0,8,0,1,-16.749108,145.611848,17/12/2016,62.07,21.02,5.28,17.36
WH,M,OPAL (2),14139S,199549,20014S199899,-13.888606,149.274569,RM,10,2005,6/03/2016,1995,2,30.7,27.1,25.672,32.41,0,15.452,0.518,1.896,4,33,0.009,0,0,1,-19.776894,148.950145,17/04/1997,37.65,31.75,26.36,10.01
CA,M,AGINCOURT REEFS (NO 1),16068S,202021,23082S201920,-15.377302,145.221079,RMRAP,29,2005,20/10/2003,1994,4,31.3,29,25.197,0.34,0,6.612,0.738,0.325,2,65,0,2,0,3,-17.212835,145.297749,27/01/2019,39.37,13.62,3.28,3.98
CL,O,YONGE REEF,18081S,202021,11016S201920,-18.378173,145.550881,RAP,27,2014,2/07/1997,2017,11,29.8,28.5,3.204,2.47,2.48,5.821,3.335,0.555,2,51,0,0,1.563279205,1,-18.798525,146.112366,5/12/2020,76.65,9.82,2.85,9.96
CA,O,20104S,22084S,202021,16028S199697,-16.227915,145.645145,RM,25,2008,6/10/2006,2015,2,30.1,29.6,14.954,2.58,2.43,3.786,3.541,0.711,2,91,0,14,0.004155389,2,-16.969914,145.344351,8/03/2015,68.38,14.25,13.76,20.97
SW,O,21187S,20014S,200951,23080S201718,-21.163447,148.924512,RAP,19,2013,26/08/2012,2003,8,22.8,28.9,25.619,2.5,2.46,29.045,3.446,1.228,2,79,0,32,0.028239758,3,-22.92746,152.412147,29/10/1992,22.98,21.58,1.56,1.37
SW,O,19131S,21591S,201725,23080S201516,-22.817682,152.481327,RAP,25,2015,5/08/2001,2017,8,22.5,27.4,48.531,2.46,2.44,35.81,7.714,1.12,3,63,0.005,88,1.906220072,1,-23.76795,151.593598,10/11/2006,19.52,13.1,0,1.55
TO,M,MYRMIDON REEF,16057S,199471,14114S199596,-18.475183,145.758498,RAP,19,2009,11/04/2010,2016,5,25.5,29.3,15.391,2.52,2.51,8.402,2.747,1.376,15,37,0,46,0.697571937,1,-17.520732,147.635404,7/02/1994,59.16,27.77,1.1,5.39
CG,O,MACKAY REEF,17016S,201432,11016S201920,-11.025,146.423597,RM,29,2021,20/10/2003,2016,9,28,29.1,15.146,2.64,0,16.126,10.189,1.448,4,85,0.02,13,0.269521773,3,-16.724597,144.839281,27/01/2019,52.72,4.62,1.89,23.35
IN,M,HEDLEY REEF,14116S,201993,12056S201920,-18.167413,143.25,RMRAP,22,2017,28/11/2004,2018,2,31.7,27.6,4.211,2.66,2.46,8.44,7.961,0.705,1,95,0,7,0.795942536,1,-18.780188,145.180494,26/11/2019,63.9,16.39,3.21,5.09
TO,O,FITZROY ISLAND REEF,23045A,201949,14138S199899,-11.025,147.056067,RAP,27,2019,24/04/1998,2014,10,30,29,5.141,2.51,0,3.818,2.672,0.841,1,40,0,14,0.497386089,1,-18.682528,146.954003,30/04/2005,58.4,24.24,3.57,8.26
CG,O,PENRITH REEF,18075S,199525,14126S199900,-15.908847,146.339157,RAP,13,2011,29/08/2012,2008,4,28.6,28.4,4.16,2.61,0,23.77,7.977,1.608,0,36,0,0,0.358231757,3,-17.341377,145.250403,27/01/2019,46.42,7.18,0.77,6.83
SW,O,MACKAY REEF,16060S,200141,16015S199900,-15.911342,145.974108,RM,12,1999,4/05/2006,2011,4,26.4,26.4,8.096,7.65,0,23.057,8.76,0.725,2,34,0,1,0,3,-17.024687,146.065513,9/10/1998,65,55.35,0,18.35
CA,O,AGINCOURT REEFS (NO 1),16019S,201950,11016S201920,-15.931455,145.372159,RM,29,2007,26/08/2014,2018,7,31.4,29.2,15.846,2.6,0,17.948,11.924,0.652,2,41,0,5,0.109293142,1,-16.498592,145.471381,12/05/2008,51.68,10.67,12.05,13.03
CL,O,THETFORD REEF,17034S,202021,11016S201920,-16.041882,146.129399,RAP,27,2005,24/11/1999,2013,1,28.6,29.3,3.817,2.46,2.46,2.5,3.254,1.561,0,102,0,3,0.174666277,2,-18.64025,145.428387,27/01/2019,84.51,1.81,0.94,4.44
TO,O,CHICKEN REEF,21062S,201325,18086S201011,-18.787902,150.369137,RAP,28,2000,9/12/2014,2021,4,28.3,28.9,25.093,14.63,2.46,14.61,36.727,0.905,0,17,0,20,0.038814185,3,-16.726315,150.263738,1/05/2016,48.38,13.35,1.7,3.75
CL,I,GREEN ISLAND REEF,16019S,201799,12061S202021,-15.569417,147.236776,RM,27,1999,9/12/2010,1998,5,30.2,28.6,8.629,7.47,0,7.538,0.717,1.329,1,76,0.032,1,0,3,-16.381748,145.24687,13/02/2002,27.62,26.19,8.64,28.76
TO,M,CARTER REEF,23081S,199930,18039S199596,-19.912797,149.739519,RAP,5,1994,19/10/2012,1992,7,29,28.7,15.547,0,2.48,25.45,12.595,2.515,2,58,0,0,0.000786156,1,-17.901038,146.05488,1/06/2007,35.51,18.08,32.86,14.75
SW,O,20104S,23048S,201728,21556S202021,-20.78158,151.606902,RM,20,2017,21/02/2019,2004,9,21.5,27,25.321,2.34,2.47,26.959,3.914,2.64,0,19,0.016,1,0,2,-23.890883,152.153028,28/11/1998,20.59,28.35,0.09,3.37
CA,M,CHICKEN REEF,14139S,201794,20014S199899,-19.331934,148.606091,RM,8,1999,24/02/2010,1995,8,29.3,26.6,15.79,2.67,2.49,14.379,0.766,0.823,2,38,0,1,0,1,-16.333995,149.016247,26/03/2000,33.39,19.88,0.45,9.56
TO,M,CARTER REEF,16015S,200854,14138S199697,-18.205411,146.493738,RAP,25,2009,7/05/2016,2006,5,29.7,29.4,15.503,2.64,2.43,17.933,2.63,2.355,19,68,0,30,0.211676844,3,-18.605712,146.828324,10/05/2011,39.49,5.66,1.06,7.89
CA,O,OPAL (2),21529S,201750,14138S199697,-20.778986,145.392149,RMRAP,27,2019,29/04/1999,2021,10,32.2,28.9,8.2,2.5,0,3.145,3.034,0.403,0,90,0.028,14,0.470890808,1,-18.5817,145.524167,27/01/2019,80.59,8.55,4.01,3.26
SW,M,MONSOON REEF,21558S,201607,23080S201112,-21.648895,152.36802,RAP,26,2016,28/02/2015,2017,7,29.9,27.7,15.276,2.57,2.48,2.5,5.04,0.73,1,83,0,21,0.778315269,3,-21.843687,151.968368,20/10/2003,26.46,15.52,2.84,2.08
CL,M,SNAKE (22088),22102S,202021,18032S199596,-12.154041,147.651079,RAP,29,2015,12/03/2003,2013,8,28.1,27.9,35.808,2.44,2.45,3.675,3.237,0.777,0,36,0,11,0.616411033,1,-18.66865,145.637273,19/01/2019,84.71,1.5,0,3.48
PO,O,CHICKEN REEF,16049S,200885,16028S199697,-15.897189,145.605436,RAP,6,2017,20/10/2003,2010,12,27.2,25.4,8.149,7.48,2.44,12.723,8.909,1.328,1,16,0,54,0.776367306,2,-21.589495,145.398742,27/01/2019,69.94,5.94,1.64,11.89
SW,O,ST CRISPIN REEF,22088S,202008,23080S201516,-23.121785,152.413972,RAP,13,2012,31/10/2003,2004,8,21.8,27,25.247,2.4,2.45,27.817,3.071,1.689,3,59,0.031,19,0.613345371,1,-22.099566,152.163963,11/11/2006,29.63,10.74,0,3.76
PO,O,ROXBURGH REEF,21305S,201545,23082S200304,-21.429684,152.614495,RAP,24,2017,6/01/2010,2019,7,22.1,27,26.182,2.39,2.43,32.934,3.524,0.609,2,54,0.017,92,1.533335352,1,-22.031103,152.311793,8/12/1998,20.35,0.1,0.69,3.3
PC,O,HOSKYN ISLANDS REEF,20067A,202021,16049S200203,-21.348957,143.25,RM,27,2019,5/12/2020,2011,8,32.7,29.1,36.976,2.58,2.48,40.881,8.879,0.631,3,35,0.032,49,0.573678947,1,-17.84941,145.308343,1/09/2012,71.76,12.04,6.8,2.38
TO,O,GANNETT CAY REEF,19207S,200842,18039S199899,-23.129026,148.884979,RAP,16,2014,24/09/2001,2011,8,27.3,25.5,25.359,2.45,2.46,11.366,4.09,1.78,3,29,0,1,0,2,-23.6242,151.862536,3/12/2007,51.72,36.55,1.35,13.42
SW,M,RIB REEF,21302S,200690,11016S201920,-16.713135,145.851942,RMRAP,22,2017,5/05/2014,2019,2,30.5,29.4,15.137,2.49,0,3.95,2.731,1.791,1,99,0,7,0.081053556,1,-21.444039,143.77338,27/01/2019,40.68,20.7,13.38,4.1
SW,M,ONE TREE REEF,20067A,200308,11016S201920,-15.847325,149.980677,RAP,28,2017,24/03/2014,2013,9,28.6,28.1,8.564,2.47,2.51,13.006,3.19,1.584,21,26,0,8,1.947738445,1,-18.856554,147.271407,24/10/2002,61,11.3,0.34,5.45
CB,O,HASTINGS REEF,16068S,200248,21556S200809,-20.717866,152.075618,RAP,16,2020,30/04/2018,2008,1,31.4,25.7,56.462,2.59,2.46,4.894,3.032,2.157,2,21,0,53,0.208251175,2,-21.941618,151.968626,3/10/1992,19.54,6.4,2.34,4.51
CA,I,TERN REEF(20309),14045S,200153,16049S200203,-14.486137,145.857798,RM,11,2008,28/11/2004,1994,11,32.9,28.7,21.134,7.74,0,16.441,3.646,0,3,41,0.014,22,0.028115554,3,-17.196583,147.494285,10/05/2011,36.75,14.08,0.95,10.53
SW,M,DAVIES REEF,16019S,200957,20353S200910,-21.65261,151.707035,RAP,25,2016,11/09/2002,2016,3,22.2,26.2,30.327,2.52,2.53,10.012,4.855,1.454,1,30,3.455,1,0.55534084,2,-21.879005,149.534583,9/12/1995,23.74,37.25,0.75,4.89
CB,O,HAYMAN ISLAND REEF,20019S,199725,18034S200001,-14.497865,145.123627,RM,4,1998,24/02/2010,1992,2,31.8,29.2,25.977,0.26,0,12.418,0.533,0.45,1,38,0,0,0,1,-16.775757,148.235884,30/05/2007,37.89,16.19,1.78,10.15
IN,O,EAST CAY REEF,21556S,199783,16060S200809,-21.355575,151.719079,RM,24,2016,5/08/2001,2010,3,26.4,29.4,58.778,2.4,2.47,23.032,2.554,1.51,2,29,0.027,21,0.01533352,1,-23.752776,152.543207,11/11/2006,24.47,20.61,16.52,5.24
CA,M,21550S,21245S,201943,11016S201920,-18.428388,145.156809,RAP,24,2004,23/11/1999,2020,9,29.2,29.5,8.068,2.36,0,4.398,13.389,0.288,0,56,0,43,0.53697443,2,-21.421461,145.658529,5/12/2020,70.94,1.94,1.78,4.1
CA,O,WRECK ISLAND REEF,17064S,201063,16057S199394,-15.583455,149.167535,RM,17,2021,24/10/2002,2006,10,31.9,27.1,24.92,7.74,2.5,27.451,5.162,0.446,0,97,0.046,2,0.939584583,3,-15.072258,145.675472,4/03/1996,50.6,14.96,25.03,3.55
CL,O,THETFORD REEF,19207S,199981,20014S200001,-16.449271,145.665129,RM,18,2007,31/08/2003,2003,2,30.1,29.8,8.377,0.14,0,18.285,0.503,1.798,1,43,0.016,0,0,1,-21.438889,144.211014,28/04/2005,55.88,11.6,1.03,14.27
CL,I,LINNET REEF,11162S,201290,11029S201920,-17.222761,143.401531,RMRAP,25,2013,12/05/2016,2021,9,28.6,29.4,8.327,2.65,0,27.817,3.863,0.882,29,29,0.013,4,0.702685985,1,-14.974009,145.339106,27/01/2019,40.41,10.49,5.9,4.11
CL,M,YONGE REEF,16057S,201614,14138S199899,-15.863366,147.389855,RMRAP,23,2010,31/03/1997,2019,4,29.3,26.8,2.714,2.65,2.45,3.808,7.573,1.123,4,27,0,4,0.335719749,1,-22.277081,145.132517,27/02/2019,60.16,26.56,2.89,7.48
TO,O,19131S,21572S,200241,23082S202021,-18.522389,147.634558,RAP,14,2013,20/05/2008,2016,5,22.7,27.2,15.331,2.47,2.42,5.313,7.516,0.783,0,31,0,16,0.691650014,2,-18.682314,144.606133,30/04/2005,74.93,27.16,0.86,6.51
CA,O,LADY MUSGRAVE REEF,19159S,202021,16049S199293,-21.356429,145.98162,RM,4,2004,26/08/2014,2013,5,29.3,30.4,15.566,2.58,2.49,20.126,3.12,0.47,1,69,0,1,0.350640108,2,-18.509713,145.588876,20/09/2001,42,9.46,33.68,6.24
CA,O,SMALL LAGOON REEF,21025S,200346,17014S201112,-18.288908,145.407863,RM,18,2006,28/11/2004,2009,4,31.7,29.5,15.46,2.42,2.53,5.524,2.45,0.612,2,80,0,15,0.162272869,3,-14.861671,146.008833,20/09/2001,69.72,10.04,19.68,6.19
TO,M,FEATHER REEF,14123S,201248,17014S201112,-18.253489,145.432988,RMRAP,19,2014,24/11/1999,2008,2,29.1,27.9,36.367,2.42,0,12.754,3.574,0.894,1,90,0,10,0.161937844,2,-18.757383,146.074261,12/05/2008,67.29,9.9,0.52,12.2
SW,O,21296S,21556S,201406,14137S201819,-23.401084,152.142779,RAP,27,2016,5/08/2001,2008,9,28.1,27.5,36.843,2.59,2.46,35.102,5.018,2.284,3,53,0.017,27,0.577966382,2,-23.578317,152.003055,28/11/1997,44.69,2.98,0.98,2.36
CA,I,NO NAME REEF,11049S,199569,20353S201920,-21.292693,146.941147,RM,11,2006,29/09/1995,2007,12,29.8,26.5,7.822,2.47,2.48,27.286,0.06,2.31,1,30,0,1,0.0146218,1,-21.324289,145.536511,28/05/1995,58.31,24.99,7.66,35.19
CA,M,MARTIN REEF(14123),17014S,200017,14138S199697,-18.261406,145.998855,RMRAP,20,2015,28/11/2004,2012,2,31.9,29,7.605,2.51,2.45,3.086,3.481,0.864,4,108,0,0,0.522883609,3,-14.877147,145.546126,30/04/2005,40.98,7.68,3.21,4.56
CA,M,FARQUHARSON REEF (NO 1),14137S,202021,17016S200910,-18.023854,146.998472,RAP,25,2019,3/09/2000,2008,2,29.9,29.3,4.051,2.32,2.51,9.717,2.209,1.047,2,80,0.065,21,0.138235166,2,-18.517522,144.083628,5/12/2020,80.69,8.29,1.52,6.94
CB,O,EAST CAY REEF,14126S,201882,23055S200405,-21.584297,146.274813,RAP,24,2016,5/08/2001,2007,9,23.2,25.2,34.497,2.57,2.46,29.974,17.237,2.17,1,68,0.015,34,1.996988272,1,-23.802538,151.758241,19/01/2016,32.25,17.23,1.02,3.01
WH,M,ONE TREE REEF,19207S,199951,18086S201011,-19.401791,149.52109,RM,11,2000,22/03/2007,2004,3,28.7,26.4,25.315,0.08,2.48,7.919,0.754,1.268,2,34,0.002,0,0.027303801,2,-19.774278,148.864361,2/05/2005,29.07,6.71,1.32,6.33
